sentences,label
Wahai kawan kawan gerilya yang tergabung dalam Partai Komunis Indonesia. Cita-cita kalian sudah saya wujudkan yakni menjadikan Indonesia sebagai Negara Komunis terbesar di dunia.,1
"GEDUNG PUTIH DIGERUDUK PENDEMO Amerika rusuh, gedung putih dirangsek pendemo, penjarahan di ritel. Rakyat marah atas kematian warga kulit hitam George Floyd yang lehernya diinjak polisi",1
Cibinong depok 2.800 org Napi di Bebaskan dr LP Pledang Pdk Rajeg Bogor,1
Microsoft co-founder Bill Gates will launch human-implantable capsules that have ƒ??digital certificatesƒ?? which can show who has been tested for thecoronavirus and who has been vaccinated against it.,1
This is really sweet. Jakarta gets its singing balcony moment. A song about being home in Indonesia. The performance ends with that now universal phrase †?ÿ‘ı?jiayou! #COVID2019#CoronaIndonesia,1
"Peneliti bidang mikrobiologi LIPI Sugiyono Saputra mengatakan virus SARS-CoV-2 tidak memiliki kesamaan gen dengan virus corona lain seperti flu, MERS hingga SARS 2002.",0
"WARNING !!
 Thread.
 
 Berhati-hatilah para orang tua, sekarang mulai marak kembali penculikan terhadap anak usia TK hingga SMP.
 
 Diduga penculikan tersebut untuk diambil organ tubuhnya..",1
Organisasi Kesehatan Dunia (WHO) akhirnya resmi mengumumkan darurat kesehatan global pada Jumat (31/1). Pengumuman itu seiring dengan semakin banyak dan luasnya korban yang terinfeksi virus Novel Corona (2019-nCoV).,1
Kami ada pertemuan dengan Direktur Institut Arthritis dan direktur Asosiasi Medis Chaipayut Kaewplang dan bertanya kepadanya tentang komentar yang disebutkan Dan memberikan posisi resmi Kementerian Kesehatan Masyarakat mengenai pengembangan obat baru,1
"LUTHFI ALFIANDI DITAHAN DI POLDA DG TUDUHAN MELECEHKAN/TIDAK MENGHORMATI BENDERA MERAH PUTIH.
 CUMA DIPEGANG KOK,TIDAK DI INJAK2. KENAPA DIANGGAP MELECEHKAN/TIDAK MENGHORMATI?",1
"MK sdh mulai insaf, dan mengakui kesalahannya. in syaa Allahƒ?? Prabowo Sandi akan dilantik bulan Oktober 2019 nanti. Aamiin.
 #PrabowoSandiRI1",1
"Pindah Ibukota Sama Sekali Tdk Meningkatkan Nilai Ekonomi Apapun bagi Negara dan Rakyat Indonesia.
 Malah Secara Pertahanan Sangat Mudah Dijangkau China dgn Kapal Perang, Pesawat Tempur, bahkan Rudal China. Lurus dan Terbuka!
 BAHAYA",1
"Itu bukan pernyataan saya. Itu pernyataan masyarakat di Sorong, tolong dipahami secara bai",1
Kementerian agama diganti namanya menjadi kementerian Urusan Haji Zakat dan Wakaf,1
"Innalillahi-wainnailaihi-raajiuun. Sy dikabari, anak bernama Harun (15) warga Duri Kepa, Kebon Jeruk Jakarta Barat yg disiksa oknum di Komplek Masjid Al Huda ini, Syahid hari ini. Semoga Almarhum ditempatkan di tempat yg terbaik disisi Allah SWT, Amiiiin YRA",1
"Halo Ahoker

Ahok hanya akan beberapa hari di Jakarta dengan sedikit agenda publik. Salah satunya wawancara di Metro TV tanggal 26 Januari. Topiknya sudah dipastikan tidak akan menyinggung masalah poltik dan hanya berkisar soal ringan-ringan saja.",1
"Poster undangan ƒ??Diskusi Peran dan Korupsi Tuan Guru Bajang & Divestasi Tambang Emasƒ? yang diselenggarakan pada Kamis (20/9) pukul 20.00 WITA di Mataram, Nusa Tenggara Barat (NTB), beredar di media sosial.",1
"GW KATA JUGA APEƒ??
 JANGAN TERIAK JOKOWI 2 PERIODE ƒ??
 AKHIRNYA ELLO BABAK BELUR ƒ??",1
Memerangi HOAX konteksnya bukan pro Jokowi atau anti Jokowi,0
"#AksiBelaBangsa
 
 #2019GantiPresiden
 
 #JagaPancasila
 Kami sebagai salah satu penggagas dan penyelenggara Aksi Bela Bangsa,
  jika membaca berita seperti ini maka dengan mudah akan bisa tahu 
 bagaimana pendukung rezim ini selalu berusaha memanfaatkan celah untuk 
 membuat dusta-dusta demi menjaga pencitraan junjungannya. Mereka tak 
 pernah bosan-bosan untuk terus membuat berita dusta seperti ini",1
"Kami gak tau harus bicara apa.
 Tapi Ini bukan di israel atau USA.
 Tapi di Indonesia, tepatnya di GOR Waringin kotaraja Jayapura, dalam suatu Acara kebaktian budaya bangsa ke 12.
 Mana Pemerintah setempatƒ???
 Mana Pemerintah pusatƒ???
 Bagaimana pendapat para sahabatƒ?????",0
"WAG:
 ???®???®???®
 ??? *SAFE YOUR EYES* ???
 (Mohon info sehat ini disikapi secara bijak)
 ??? *Perhatian bagi yg suka membaca di tempat gelap.* *Menggunakan PONSEL dalam Kegelapan Akan Menyesal seumur hidup !*
 *Setelah mendapat Penyakit MAKULA, itu berarti sudah menderita Kanker Mata, ƒ??.*
 *Hanya menunggu BUTA, karena obat modern tidak bisa mengobatinya,ƒ??.*
 *Apalagi menyembuhkan.* [...]",1
"Hasil investigasi sementara karena adanya kebocoran dari pipa strainer 
yang fungsinya untuk menyedot air laut sebagai pendingin mesin induk dan
 mesin bantu serta tingginya ombak saat itu,",0
"Dari Jusuf Kalla :
Re-send
PERJUANGAN MORAL JOKOWIƒ??.
Wakil Presiden Jusuf Kalla (JK) dalam sambutan acara Simposium Ekonomi di gedung MPR, Senayan, mengatakan ada 2 kebijakan keliru yang dilakukan pemerintah sehingga menghabiskan anggaran Rp 6000 triliun. Kebijakan itu menjadi salah satu penyebab ketertinggalan Indonesia dari negara-negara tetangga. Satu kebijakan era Soeharto dan satu lagi era SBY.*",0
Sri Lanka Blokir Facebook dan Whatsapp Buntut Kerusuhan Antaragama,0
"Jangankan Anies yg di acuhkan, bahkan seorang raja di tanah Jawa pun juga merasakan hal yang sama..
 Apa artinya??",0
Video dengan durasi 20 detik yang memperlihatkan seekor hewan mirip tikus sedang mandi layaknya manusia.,0
Maaf saya sendiri Gak tau kenapa saat coba diterjemahkan ke dalam bahasa Indonesia Tampilannya jadi seperti itu,1
"Pengamat Politik, Muchtar Effendi : ƒ??Satu parameter kinerja Jokowi urus politik luar negeri adalah penanganan masalah perbatasan Indonesia dengan 10 negara tetangga. Parameter ini jelas menunjukkan Jokowi masih gagal dan berkinerja buruk. Tidak ada satupun tercapai,ƒ?. & ƒ??Padahal di ASEAN sendiri, Indonesia menghadapi tantangan di bidang politik keamanan seperti konflik di Marawi, Rohingya, Laut China Selatan, dan lain-lain. Urusan politik keamanan ini jelas lebih susah untuk cari penyelesaian ketimbang urusan ekonomi",1
"Breaking News, yg punya anak di Yogya silahkan diƒ??forward! Info: Jln Kusumanegara yogyakarta sementara ini di tutup karna penghuni Asrama Irian/Simpatisan OPM ngamuk, banyak yg gak tau apa2 jadi korban. Harap hati2, usahakan hindari area tsb, yang melintas juga di pukuli..hati2 mobil banyak juga yang dirusak. Sampe sekarang belum kondusifƒ??.",1
"Ribuan monyet dari jeddah berhijrah ke madinah ..dipercayai akan berlaku bencana dan gempa bumiƒ??
Allah menggoncangkan kota jeddah yg banyak kejadian haram berlaku dijeddah yg di banjiri ribuan tentera US dijeddah ..konon nak mengawal timur tengah dari ancaman pengganas,syiria dan iran.
subhanallah..jeddah banjir dan ribut taufan berlaku sekarangƒ??
Allahhuakbar.",1
"Makanya, BPJS dibubarin aja. Ganti aja dengan yg lebih baik yaitu aturan yang sudah ditetapkan oleh Allah pencipta manusia dan alam semesta. SDA kita kelola sendiri. G usah deh diserahkan ke asing. Hasilnya pasti cukup untuk menggratiskan biaya kesehatan dan pendidikan seluruh rakyat Indonesia. Mau g??ƒ?",1
ƒ??how about this @IndonesiaGaruda racism on your airplane? I believe this is one of your Pilot!ƒ? ƒ??Kerjain saja CINA2 ITUƒ? (just work on that Chinese)ƒ?,1
"Laporan Kebakaran Mobil
 
 Pada hari Sabtu tgl 14 Okt 2017 Skp. 03.15 wib telah terjadi kebakaran sebuah mobil Mazda warna merah nopol B 1599 PVH di Jl Harapan 1 Nomor 3 Kodamar yang diparkir didepan rumah Nama pemilik Sdr Bimantoro
 
 ....",1
Beredar video adegan mesum yang diklaim sebagai seorang ustadz. Video tersebut telah dibagikan sebanyak 1.6k.,1
Info penting: bagi pengemudi mobil agar berhati hati saat parkir kendaraannya. Temen habis jalan dari parkiran di.berhentikan oleh polisi dikarenakan mobil bagian belakang ditempel orang jahat sticker palu arit logo komunis. Temen dibawa ke kantor polisi diperiksa sampe skrg masih blom pulang. Sebaiknya periksa dulu disekeliling mobil sebelum jalan. Sebarkan ke grup WA.,0
Frans Parullah tersangka provokasi pada aksi 212 dikabarkan meninggal di penjara,1
"ƒ??Cukup anak hamba ya Allah yg jadi korban akibat asap yang tidak kunjung berhenti, jgan lagi ada korban lain, sesak nafas, batuk, pilek akibat kabut asap dari orang-orang yang tidak bertanggung jawabƒ??,",1
"Semenjak di buka, Sholat Subuh di Hagia Sophiaƒ??Inilah yg ditakuti para kafeer jika Jamaƒ??ah Sholat Subuh banyaknya spt halnya Sholat Jumƒ??atƒ??..",1
Some Negative Impacts of Using a Mask,1
"Didemo rakyat, KETUA WAKIL RAKYAT DAN EMAKNYA ngga berani mongol.. malah GOYANG CORONA Tapi biarkan saja..itung itung pesta dulu sebelum mereka DIBUBARKAN",1
habis apel ganyang PKI ga perduli kovid2an yang penting dapur ngebul,1
"PHK besar-besaran BCA segera terjadi, Teller dan CS akan segera dihilangkan. Seluruh Indonesia",1
"Pihak kepolisian akan melakukan Razia besar2an di semua titik. Razia dilakukn dgn Gabungan mulai dr Mabes, Polda, Polres hingga Polsek.",1
"PSBB DIBERLAKUKAN DI JAKARTA,BEGAL & JAMBRET BERKELIARAN SECURITY PELNI HAMPIR TERBEGAL & SPG DIJAMBRET..PL",1
Penampakan bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiahƒ??dan sepucuk surat dari Anies Baswedan untuk warga yg dicintainya..ingat ya ini bantuan dari pemda DKI bukan dari yg lain.. Barakallah Goodbener Noted : Bantuan dibagikan setiap Minggu https://m.detik.com/news/berita/d-4971973/anies-jamin-125-juta-keluarga-di-dki-terima-bantuan-tiap-minggu-selama-psbb,1
"SELAMAT JALAN DOKƒ??.
 
 Foto terakhir dokter Hadio Ali Khazatsin saat beliau menyempatkan diri pulang ke rumah, di tengah kesibukan menangani pasien Corona.",1
"Gara2 Corona, kita jadi tahu bahwa buruh China digaji 200 Juta per tahun. Itu artinya digaji 16,67juta/bulan dan bebas pajak pula, sementara buruh pribumi hanya UMR dan dipotong pajak. .. ???­",1
"Setelah mereka tahu orang-orang Uyghur dan suku-suku di Sinchiang yang mayoritas muslim tidak tertular corona. Kini orang-orang di china berebut-rebut untuk mendapatkan Alquran dan mulai belajar membacanya dan belajar mengerti artinya.
 
 Subhanallah",1
"UYM: Sholat Dimonas Itu Dosa, Karena Dianggap Riya, Semoga Para Alumni 212 Segera Bertobat,",1
"ƒ??Hallo @TokopediaCare bahasamu udah mulai pakai bahasa arab yah ?
 ƒ? Ana ƒ? kerenn dah ,
 Belajar dari mana mind ? Dari Ustad @haikal_hassan yah? Pantesann ƒ?????œ",1
"Mungkin sebagian kita tidak dapat meyisikan materinya, tapi tak salah bagi yang mau memajatkan doa semoga bayi ini diberi Alloh swt. kesembuhanƒ?? Aamiinƒ??
 #Alergi setelah digigit tomcat/sejenis serangaƒ??",1
"Sediakan baskom air yang dicampur garam dan diletakkan diluar rumah, biarkan menguap, jam penguapan air yang baik adalah sekitar pukul 11.00 s.d jam 13.00, dengan makin banyak uap air di udara semakin mempercepat Kondensasi menjadi butir air pada suhu yang makin dingin di udara.
 Dengan cara sederhana ini diharapkan hujan makin cepat turun, semakin banyak warga yang melakukan ini di masing-masing rumah, ratusan ribu rumah maka akan menciptakan jutaan kubik uap air di Udara.",1
"Kebetulan anggota saya, yakni Kapolsek Krueng Raya, Iptu Ading S, beserta Muspika Mesjid Raya langsung turun ke lokasi begitu menapat informasi itu melalui media sosial. Mereka sudah melakukan pengecekan langsung ke desa setempat yang beredar di dalam media sosial itu. Ternyata sudah tidak ada lagi di sana",1
"AKHIRNYA.. Thoriq berhasil di temukan dengan Selamat,ƒ? tulis akun Youtube Misteri Malam, Rabu (3/7)",1
"Untuk yg punya ANAK-ANAK KECIL DIRUMAH !

Ati* jajanan PERMEN-COKLAT????MEMATIKAN!????

Korban tonggo kampung",0
"Malam semua, Mohon maaf semoga teman-teman tidak kecewa, Jumat kemarin melihat dengan mata ane sendiri prabowo tidak sholat jumat malah minum bir di ambarukmo jogja. Ane sedih melihat kondisi ini. Dengan ini ane menyatakan akan mendukung Jokowi-Maruf Amin.",0
Wkwkwkƒ??gaes ada yg tahu gak sejak kapan yahhh kita impor air ??!! Helloowwwwƒ??.yang bener aja wo kalau ngomong. Welehƒ??weleh dasar kang hoax!! Airrr mana airrr!! #DebatPintarJokowi #DebatMantulJokowi#prabowongaco,0
Tidak ada hadiah sepeda buat mu nak,1
"Ada jalan tol omƒ??.masa lewat got sampai nyungsep segitunyaƒ??.gak lucu kelesssƒ??ƒ??wkwkkkk

#2019-02 NYUNGSEP",1
"Untuk aturan itu (penghapusan data registrasi kendaraan) belum kita operasionalkan. Kalau itu diberlakukan, pasti ada peringatan dan sosialisasi ke masyarakat dulu,",0
"Gubernur DKI Jakarta, Anies Baswedan yang sempat mendengar kabar tersebut mengaku gembira.",0
"Sepertinya brgkt sendiri, biaya sendiri, tidak ada yg menyangka bakal juara 1 emas ngalahin negara2 punya atlet pelari jamaica",1
002/Rembuknas 98/VI/2018,1
Pagi2 ditanyain apakah ini statemen saya? Level hoax yg semakin meningkat menunjukkan kecintaan.,1
"Kabid Humas Polda Bengkulu AKBP Sudarno saat dikonfirmasi mengatakan kabar tersebut tidak benar. ƒ??Hoaks itu,ƒ? katanya saat dikonfirmasi melalui Whatsapp, Senin (21/5/2018) malam",0
"Karimun harus waspada , diharapkan dinas terkait cepat melakukan hal hal yang dianggap perlu demi kenyamanan konsumen",1
"Megawati oh megawati (disertai link berita dengan judul ƒ??MEGA WATI MINTA PEMERINTAH TIADAKAN ADZAN DI MASJID, KARNA SUARANYA BERISIKƒ?).",0
"Selamat Siang Mitra Humas
 Kami Akan Merilis Adanya Pemberitaan di Media Online yang Mana Kapolri Akan Sambangi Markas Habib Rizieq Adalah HOAX
 Be Smart Netizen Yaa Mitra Humas ? @PolriMultimedia #polripromoter #polrijaya #thebestPol",1
"Assalamu alaikum.
Tlg bantu sebarkan/viralkan.
MENGERIKAN LIHAT VIDEO INI: AGAMA BARU YG MENIRU ISLAM, HARUS BACA!!!!
BERITA GEMPAR DARI
INDONESIA..
Agama baru kristian ortodok dari Syria & Lebanon.. Gereja spt Masjid.. Bila denger bacaan mereka itu macam alunan ayat Al-Quran.... ",0
"Kamu mungkin pecinta minuman dingin yang selalu menambahkan es batu dalam minuman kamu. Es batu juga enak digigit, suaranya yang renyah bikin good mood. Namun, kamu sebagai konsumen harus tahu juga apakah es batu yang ada di minuman kamu itu dibuat dari air matang atau mentah. Jangan asal meminumnya saja, ya. Kamu sudah harus selektif dan hati-hati... ",1
Gunung Ili Lewotolok di Lembata Nusa Tenggara Timur Meletus,1
"Copas,
 Believe or Notƒ??
 Oleh : Prof. Dr. Yusril Ihza Mahendra
 Pilihannya ada pada anda semua warga muslim sebagai pemilih di seluruh Indonesia Wallahu aƒ??lam.
 Bagi kita mungkin tidak, tapi kelak anak cucu kita akan menjalani hidup yang berat, mengapa?
 Saudaraku seiman, negeri ini sedang diserang 5 kekuatan besar sekaligus dalam waktu bersamaan:",1
DIRGAHAYU HUT TNI YANG KE ƒ?? 72. HAPUSKAN KOMUNISME (PKI). KEMBALIKAN DWI FUNGSI ABRI/TNI.,0
Aksi 299 demi Tolak Pencabutan TAP MPRS soal PKIƒ?,0
"PERLU KITA KETAHUI
 Inilah sejumlah video pembataian umat muslim di rohingya
 Turut Berduka atas Musibah yang menimpa Saudara muslim kami Suku Rohingya ?
 ? Rasanya sulit di percaya di zaman Modern ini
 Di mana Manusia menjunjung tinggi HAM.. masih ada Kekejaman Genosidha/Pembantaian massal.
 Kami di Indonesia tidak menyangka betapa keji dan biadabnya Rakyat Myanmar (Burma) ini Sangat tidak manusiawi, Sangat Sangat tidak bermoral,
 Menyiksa dan menyakiti Manusia untuk Bersenang-senang lalu membunuhnya.
 Betapa kejinya kalian.
 Ya Allah selamatkanlah mereka umat muslim di rohingya semoga di lancarkan segala urusannya, di permudah jalannya untuk slalu Istiqomah menjalani kehidupannya dan bagi mereka yg terbunuh semoga mati syahid mati dalam keadaan khusnul khatimah.. Aamiin
 ‹¨¬
 Klik BAGIKAN saudaraku !ƒ?",1
"MUI AKAN BAHAS FATWA HARAM MENGENAI ANGPAO IMLEK, MASYARAKAT GERAM",1
Presiden Chechnya Ramzan Kadyrov Meminta Maaf Kepada Arab Saudi,1
"ƒ??KRISTEN SELALU MENGKRITISI YANG BERBAU ARAB, TAPI DENGAN DALIH YANG SAMA KRISTEN TIDAK TAU MALU DENGAN STRATEGI LICIK NYA MEMPRODUKSI KAOS-KAOS KRISTENISASI BERTULISKAN ARABƒ?",1
KENDARI MEMANAS 2 AGUSTUS TENTANG TKA CHINA YANG MASUK INDONESIA KANTOR & KENDARAAN POLISI DIBKAR MASSA,1
Km 76 Cikopo,1
Pak Presiden Bisa jelaskan Kenapa Para Petani Ini Di Pukul Sama Polisi? Jangan Cuman Di Kasih Gaji Buta,1
"POLRI JD PELINDUNG PKI,, SEKARANG PKI MENCEKIK LEHER POLRI, INILAH KEBODOHAN KERJA POLRI YG TDK BS MENUMPAS PKI YG ADA DLM ISTANA NEGARA.,,DAN RAKYAT SDH TDK PERCAYA DGN KERJA POLRI,, SEKIAN MKSH DR KOMANDO SRIKANDI MERAH PUTIH POWER OF RAKYAT PRIBUMI BERGERAK MENUMPAS PKI DLM ISTANA NEGARA DAN MENUMPAS KORUPTOR DLM ISTANA NEGARA",1
"30 Mei 2020 Pengaktifan petugas panitia pemilihan kecamatan/panitia pemungutan suara. 9 Juni-1 Agustus 2020, Penyelesaian bakal pasangan calon perseorangan. 4 Juli-2 Agustus 2020, Pencocokan dan penelitian daftar pemilih, 27 Juli 2020, Mulai pengadaan logistik, 17 Agustus-8 September 2020, Pengumuman pendaftaran calon hingga penetapan, 8 September-9 November 2020 Sengketa tata usaha negara pencalonan. 11 September-5 Desember 2020, kampanye, dan 9 Desember 2020 pemungutan suara",1
"Film dokumenter ini sejak tadi malam dihapus-hapusin sama Yutub, lalu diupload lagi sama netizen, dihapus lagi. Mimin selametin deh, plus kasih terjemahan, buat sobat-sobat pejuang follower fenpej ini. Isi filmnya dahsyat. Tentang Covid-19. Tonton sendiri.",1
"Kadrun betina !! Pengganti si Neno warisman! Org ini cerdasƒ??.tp isi otaknya taiƒ??! Saking cerdasnya, kata mudik sm pulang kmpung di paksakan hrs sama artiƒ??! Ibarat contoh kalimat ƒ??si Rizieq mesum sm si firzaƒ??",1
Minta Uang Pada Suami Untuk Membeli Susu Malah Jadi Korba Penganiayaan ???Ingat Istri Mu Adalah Jembatan Surga Mu. Jgn Lah Sekali-kali Bermain Tangan ???Ya Allah Semoga Suami Nya Dapat Hidayah Dan Balasan Yang Stimpal Akmin,1
"Sudah ada yg masuk indonesia, via Manado.
 7 pax ini positif virus carona di pesawat Lion jt 2742
 changsa to mdc , sdh block on 20:00,
 Info update karantina sdh ada.
 
 Hati-hati
 
 Semoga bermanfaat.",1
"TAHUKAHƒ??ANCAMAN CHINA..????
 
 KATAKAN KEPADA CHINA: ƒ??KETIKA MENGGANGGU KEDAULATAN NEGARA INDONESIA, RAKYAT TIDAK AKAN TINGGAL DIAM",1
"Badan Meteorologi, Klimatologi dan Geofisika (BMKG) menepis isu yang menyebut bahwa matinya ribuan ikan di Pantai Hutumuru, Pantai Rutong, Pantai Lehari dan Pantai Hukurila adalah tanda-tanda akan datangnya tsunami.",1
Bandung Electronic Center (BEC) runtuh,1
seorang pria yang mengenakan sarung warna coklat dan baju berwarna putih dengan tulisan FPI di bagian belakang yang sedang memikul galon air berwarna biru.,1
"Pesan Fadli Zon kepada SBY: Saya Kena Bully Setiap Hari, Masak Saya Dibilang ƒ??Ikan Buntal'",1
"POLISI DAGELAN, ANAK CHINA ANCAM TEMBAK JOKOWI DIBEBASKAN DENGAN DALIH LUCU LUCUAN. ANAK PRIBUMI ANCAM PENGGAL JOKOWI LANGSUNG DITANGKAP & DIANCAM HUKUMAN MATI, SELAMAT DATANG DI NEGARA BAGIAN RRC YANG BERNAMA INDONESIA",0
"Presiden yang tertukar,",1
"Dengar Berita Kyai MAƒ??ARUF AMIN Sakit Jatuh di kamar mandi & gk bisa melaksanakan Tugas2 Besar sbg CAWAPRES,",1
"Nahhhƒ??diduga surat boongan.
Mari kita cek ya BONGƒ??.",1
"ƒ??Suratkabar Pesindo (Organ PKI) : Bekerdja, Bekerdja, Bekerdja
 Versi Now ƒ??Kerja, Kerja dan Kerjaƒ?ƒ?.",1
"Malam nanti jam 3:25 pagi bulan akan mengelilingi Kaƒ??bah dan langit akan berwarna biru muda, inilah saƒ??at penerimaƒ??an doa,taubat,munajat,iniƒ?? *terjadi setiap 100 ribu tahun sekali,",1
"ƒ??MASJID INI DIBAKAR BARU TADI.. JIKA ANDA ISLAM KOMEN AAMIIN, YA ALLAH SELAMATKANLAH RUMAHMU INI DARI API AAMIINƒ??",1
Saya memastikan sebagai kuasa hukum Buni Yani @BuniYani,0
Tempe Khot News;,1
"Ada yang menyiram bensin pada pintu Kaƒ??bah, Sebelum nenyalakan apinya",1
"Jadi belum merupakan suatu keputusan. Itu semuanya atas dasar pembahasan
 dengan enam kementerian dan lembaga. Jadi itu sebagai laporan. namun 
pada hakikatnya Mendagri dan jajarannya adalah tetap akan melaksanakan 
dan juga mendukung, menindaklanjuti pembahasan kaitannya masyarakat 
hukum adat,",0
ƒ??Ketum PDIP Nyatakan Jokowi Harus Berhenti Jadi Presidenƒ?,1
"Masyarakat tidak perlu khawatir dengan pemberitaan ini. Permohonan maaf 
BPPT kepada masyarakat Indonesia yang terdampak sekiranya hasil studi 
awal potensi tsunami di Jawa bagian barat, yang seharusnya hanya untuk 
konsumsi akademis ini, telah membuat keresahan masyarakat,",0
"Istri saya itu orang sibuk, dan memimpin beberapa organisasi, dan dia pun sering bolak-balik ke Surabaya atau Jakarta sehingga tidak ada keterlibatan dengan Anas,",1
Viral !! Sistem Big Data Cyber Security dan Cybercrime Police,1
"LAPORAN KEMENTERIAN BUMN 29 AGUSTUS 2017;
 PENDAPATAN118 PERUSAHAAN BUMN DI 13 JENIS INDUSTRI :
 PENDAPATAN MEROSOT DARI Rp 2,116 Triliun ( Semester 1 2016) MENJADI Rp. 936 TRILIUN (semester1 2017)....",0
Putra Sulung Jokowi Dituding Sebagai Pendukung Teori Bumi Datar,0
"Tertipu Hutang Karangan Bunga Untuk Ahok 1,3 MIliar : Pemilik Lucky FLorist, Feriyanto (32) Mengaku Kecewa karangan bunga yang dipesan tapi belum dibayar lunas, dia menegaskan akan menempuh jalur hukum tim Ahok yang ditagih hutang malah mengancam keluarganya.",1
Beredar meme dgn menggunakan wajah seorang perempuan korea bernama Kim Bok Dong yg isi pesannya mengandung unsur rasisme. Disebutkan pula bahwa dia telah dibunuh oleh aktifis China.,1
"GNPF- Dana sedekah umat jelas sumbernya dan penggunaannya, Dipolisikan
 Teman Ahok : Dana sumbangan untuk kegiatan poltik dan tidak jelas sumbernya. Dibiarkan.
 Kok beda perlakuannya? Apakah umat tidak boleh bersedekah",0
Hua ha ha si Kutil mau nya cari muka biar di bilang peduli sama musibah dan di cap sebagai SUPER HERO ternyata rakyat sudah pada encer otak nya,0
"Pernyataan Sikap bersama Jurnalis Ikatan Jurnalis Televisi Indonesia (IJTI), Pemerintah, Dewan Pers, KPI, Polri, TNI dan Masyarakat, terkait informasi bohong (HOAX). Deklarasi anti Hoax ini dibacakan dalam kegiatan Kongres ke V dan Simposium Nasional IJTI",0
Beredar Info yang di sebar di sosmed bahwa presiden Joko Widodo menerima saksi ahli dari mesir di Istana atau mendatangkan untuk membantu terlapor,0
Pesan Whatsapp Mencari Pinjaman Dana oleh Wabup Kulonprogo,1
"Gara2 isu radikalisme di STAN, maka selama 4 tahun kedepan kampus itu di tutup dan tidak menerima mahasiswa baru. Rupanya sekarang mahasiswa yang rajin solat dan pengajian di Masjid dianggap pemerintah sebagai embrio radikalisme shg membahayakan keamanan negara ƒ?? Semakin kacau aja nih pemerintah, main tuduhƒ? ajaƒ?? :angry:",1
Dalam masa pandemic covid 19 ini BP2MI bersama kementerian BUMN dan pemerintah Uni Emirat Arab serta pemerintah hongkong telah menyepakati penandatanganan pada tgl 10-06-2020 dalam program pemerintah sumbangan sebesar 275 Triliun Rupiah yang nantinya dibagikan kepada para TKI dan TKW yang berada dinegara tersebut dan untuk informasi selanjutnya silahkan hubungi stap pengurusan keuangan dengan no WhatsApp 085299068587 #BP2MI #Pekerja Migran Indonesia,1
PAHLAWAN KENA PAJAK SEPEDA,1
"DKI kembali Zona Merah, Bogor Zonna Hitam. Welcome back Coronaƒ??. Hati2 ya & tetap jaga kesehatan, jangan lengah pleaseƒ??.",1
Maƒ??ruf Amin Minta MUI Terbitkan Fatwa ƒ??Shalat Tanpa Wudhu Tanpa Tayamum,1
Keasang pengarep(pengharap) menyebutkan dirinya mampu menangani virus Corona di Jakarta asal menjadi gubernur DKIƒ?? Virus Corona hanya isu pemerintah.. Sama seperti Jokowi bpk nya dulu seperti itu cara nya..jokowi hanya menjual diri popularitas tak lebih dari seorang penyanyi..arti nya Jokowi bkn lah seorang yg pintar mengelola perekomian negara ƒ??,1
Jangan 2 ini bukan dokter ato bidan.. ini pki nyamar sebagai dokterƒ?? aparat yg menyaksikan kejadian ini hanya diam .. mereka smua ngak punya hati.,1
"RUSUH ƒ?? RUSUH ƒ?? RUSUH ƒ?? !!! HATI-HATI JIKA ANDA PARKIR MOBIL DI PUSAT KERAMAIAN, PARA PENGUSUNG KHILAFAH SEDANG MENCARI SASARAN ORANG YANG BISA DIPERSALAHKAN SEBAGAI ANTEK PKI (KOMUNIS) DENGAN CARA MEMASANG STIKER BERLAMBANG PALU ARIT (KOMUNIS)",1
"Ojo Nang Luwes Gading Sik, Hari Ini Pegawene Ono Sing Dijemput Soko Muwardi",1
India Lockdown Failed!!,1
China Akui Dokter Palestina Penemu Vaksin Corona yang Terbukti Ampuh 100 Persen,1
"Setelah cina di landa virus corona,allah beri hadiah kpd umat muslim di cina yaitu terbukanya mesjid2 seluruh daratan cina,ƒ? posting akun Facebook Janee Jnngspo atau @wahyu.rabbani.35, Kamis, 6 Februari 2020.",1
"SETELAH BEBERAPA VIDEO MENJIJIKAN MEREKA MEMAKAN BINATANG2 LIAR,
 DAN BINATANG HIDUP2 MEREKA SANTAP.
 .
 .
 TAPI MEREKA JUGA MEMAKAN JANIN BAYI YANG DI REBUS DI SUP BUAT SANTAPAN JUGA.",1
Sekilas info. Kalau ada yang tok tok atau ketemu dijalan sama orang aneh. Ciri cirinya pokoknya dy aneh dan gayanya orang *** skali. hati hati. Tuh buronan plus kanibal. kasusnya baru baru d bombana da perkosa cewek dan diamakan organnya. 2 hari lalu sempat kedapatan dibone bone dy iris tangannya permpuan dan diisap darahnya. trus semalam intel dy temukan lalu lalang d sekitar perintis.,1
"Letjen. TNI/ Purn. H. Syarwan Hamid SP. i: Saya baru dapat info bahwa pak Prabowo ditekan utk menandatangani perjanjian pembelian pesawat tempur buatan China,
 
 Padahal menurut pak IS (mantan Kasau) pesawat yang sejenis yg dari rusia jauh lebih bagus, dan harga terjangkau",1
"Ni magic betul Seriusƒ??ƒ??ƒ??..dicipta oleh Afrizal Abdi Assyifa .mahasiswa terbaik UI UI
 ????????????????
 Coba kirim ke 4 grup dan bettery anda akan penuh 100%. Asli n coba",1
